ActSectionAssocID,CaseMasterID,ActID,SectionID
1644,1112,1,27
1645,1113,1,33
1646,1113,1,27
1647,1114,5,40
1648,1114,5,41
1649,1115,5,40
1650,1115,5,41
1651,1116,5,40
1652,1116,5,41
1653,1117,5,40
1654,1117,5,41
1655,1118,5,40
1656,1118,5,41
1657,1119,5,40
1658,1119,5,41
1659,1120,5,40
1660,1120,5,41
1661,1121,5,40
1662,1121,5,41
1663,1122,1,33
1664,1122,1,27
1665,1123,1,33
1666,1123,1,27
1667,1124,1,33
1668,1124,1,27
1669,1125,2,10
1670,1126,1,28
1671,1127,1,28
1672,1128,1,28
1673,1129,5,40
1674,1129,5,41
1675,1130,5,40
1676,1130,5,41
1677,1131,5,40
1678,1131,5,41
1679,1132,5,40
1680,1132,5,41
1681,1133,2,13
1682,1133,8,44
1683,1134,2,13
1684,1134,8,44
1685,1135,2,4
1686,1135,2,5
1687,1135,2,6
1688,1136,2,8
1689,1137,2,8
1690,1138,1,31
1691,1138,8,44
1692,1139,1,31
1693,1139,8,44
1694,1140,1,31
1695,1140,8,44
1696,1141,1,31
1697,1141,8,44
1698,1142,1,31
1699,1142,8,44
1700,1143,1,26
1701,1144,1,28
1702,1145,1,31
1703,1145,8,44
1704,1146,2,13
1705,1146,8,44
1706,1147,1,31
1707,1147,8,44
1708,1148,1,31
1709,1148,8,44
1710,1149,3,37
1711,1150,1,33
1712,1150,1,27
1713,1151,1,29
1714,1152,1,29
1715,1153,1,29
1716,1154,1,29
1717,1155,2,4
1718,1155,2,5
1719,1155,2,6
1720,1156,1,29
1721,1157,1,28
1722,1158,1,29
1723,1159,6,42
1724,1160,1,22
1725,1160,1,23
1726,1160,1,24
1727,1161,1,33
1728,1161,1,27
1729,1162,1,19
1730,1163,1,33
1731,1163,1,27
1732,1164,1,33
1733,1164,1,27
1734,1165,1,33
1735,1165,1,27
1736,1166,1,22
1737,1166,1,23
1738,1166,1,24
1739,1167,1,22
1740,1167,1,23
1741,1167,1,24
1742,1168,1,31
1743,1168,8,44
1744,1169,1,31
1745,1169,8,44
1746,1170,1,19
1747,1171,5,40
1748,1171,5,41
1749,1172,2,8
1750,1173,2,8
1751,1174,2,13
1752,1175,1,22
1753,1175,1,23
1754,1175,1,24
1755,1176,2,11
1756,1177,2,11
1757,1178,2,11
1758,1179,2,11
1759,1180,2,11
1760,1181,2,11
1761,1182,2,11
1762,1183,1,28
1763,1184,1,22
1764,1184,1,23
1765,1184,1,24
1766,1185,2,4
1767,1185,2,5
1768,1185,2,6
1769,1186,2,4
1770,1186,2,5
1771,1186,2,6
1772,1187,2,4
1773,1187,2,5
1774,1187,2,6
1775,1188,1,22
1776,1188,1,23
1777,1188,1,24
1778,1189,2,4
1779,1189,2,5
1780,1189,2,6
1781,1190,2,13
1782,1190,8,44
1783,1191,2,13
1784,1191,8,44
1785,1192,5,40
1786,1192,5,41
1787,1193,5,40
1788,1193,5,41
1789,1194,5,40
1790,1194,5,41
1791,1195,1,31
1792,1195,8,44
1793,1196,5,40
1794,1196,5,41
1795,1197,5,40
1796,1197,5,41
1797,1198,5,40
1798,1198,5,41
1799,1199,5,40
1800,1199,5,41
1801,1200,6,42
1802,1201,2,4
1803,1201,2,5
1804,1201,2,6
1805,1202,5,40
1806,1202,5,41
1807,1203,1,22
1808,1203,1,23
1809,1203,1,24
1810,1204,1,22
1811,1204,1,23
1812,1204,1,24
1813,1205,2,11
1814,1206,6,42
1815,1207,2,1
1816,1208,2,11
1817,1209,2,11
1818,1210,1,29
1819,1211,1,19
1820,1212,2,4
1821,1212,2,5
1822,1212,2,6
1823,1213,5,40
1824,1213,5,41
1825,1214,5,40
1826,1214,5,41
1827,1215,5,40
1828,1215,5,41
1829,1216,1,28
1830,1217,1,28
1831,1218,1,28
1832,1219,1,28
1833,1220,2,10
1834,1221,2,10
1835,1222,2,11
1836,1223,1,33
1837,1223,1,27
1838,1224,1,29
1839,1225,1,29
1840,1226,1,29
1841,1227,1,29
1842,1228,1,29
1843,1229,1,29
1844,1230,1,29
1845,1231,1,33
1846,1231,1,27
1847,1232,2,15
1848,1232,2,9
1849,1233,1,22
1850,1233,1,23
1851,1233,1,24
1852,1234,2,8
1853,1235,2,1
1854,1236,2,1
1855,1237,2,4
1856,1237,2,5
1857,1237,2,6
1858,1238,2,11
1859,1239,2,4
1860,1239,2,5
1861,1239,2,6
1862,1240,2,4
1863,1240,2,5
1864,1240,2,6
1865,1241,2,15
1866,1241,2,9
1867,1242,2,4
1868,1242,2,5
1869,1242,2,6
1870,1243,2,1
1871,1244,3,37
1872,1245,2,8
1873,1246,2,4
1874,1246,2,5
1875,1246,2,6
1876,1247,2,15
1877,1247,2,9
1878,1248,2,4
1879,1248,2,5
1880,1248,2,6
1881,1249,1,31
1882,1249,8,44
1883,1250,5,40
1884,1250,5,41
1885,1251,5,40
1886,1251,5,41
1887,1252,5,40
1888,1252,5,41
1889,1253,2,8
1890,1254,2,8
1891,1255,2,13
1892,1255,8,44
1893,1256,2,10
1894,1257,2,10
1895,1258,2,10
1896,1259,2,10
1897,1260,2,10
1898,1261,2,10
1899,1262,2,10
1900,1263,2,10
1901,1264,2,15
1902,1264,2,9
1903,1265,2,15
1904,1265,2,9
1905,1266,2,15
1906,1266,2,9
1907,1267,2,15
1908,1267,2,9
1909,1268,3,37
1910,1269,3,37
1911,1270,3,37
1912,1271,3,37
1913,1272,3,37
1914,1273,3,37
1915,1274,3,37
1916,1275,2,1
1917,1276,3,37
1918,1277,3,37
1919,1278,3,37
1920,1279,3,37
1921,1280,3,37
1922,1281,3,37
1923,1282,3,37
1924,1283,3,37
1925,1284,1,31
1926,1284,8,44
1927,1285,2,13
1928,1285,8,44
1929,1286,1,33
1930,1286,1,27
1931,1287,2,1
1932,1288,6,42
1933,1289,1,19
1934,1290,1,19
1935,1291,1,31
1936,1292,5,40
1937,1292,5,41
1938,1293,2,10
1939,1294,1,28
1940,1295,2,10
1941,1296,6,42
1942,1297,2,15
1943,1297,2,9
1944,1298,6,42
1945,1299,6,42
1946,1300,6,42
1947,1301,6,42
1948,1302,6,42
1949,1303,2,4
1950,1303,2,5
1951,1303,2,6
1952,1304,2,4
1953,1304,2,5
1954,1304,2,6
1955,1305,1,22
1956,1305,1,23
1957,1305,1,24
1958,1306,1,22
1959,1306,1,23
1960,1306,1,24
1961,1307,2,11
1962,1308,1,26
1963,1309,2,8
1964,1310,2,8
1965,1311,2,8
1966,1312,2,8
1967,1313,2,8
1968,1314,2,8
1969,1315,2,8
1970,1316,1,31
1971,1317,2,8
1972,1318,2,8
1973,1319,2,8
1974,1320,6,42
1975,1321,1,31
1976,1321,8,44
1977,1322,2,10
1978,1323,2,1
1979,1324,2,15
1980,1324,2,9
1981,1325,3,37
1982,1326,1,31
1983,1326,8,44
1984,1327,3,37
1985,1328,2,4
1986,1328,2,5
1987,1328,2,6
1988,1329,2,4
1989,1329,2,5
1990,1329,2,6
1991,1330,1,22
1992,1330,1,23
1993,1330,1,24
1994,1331,2,4
1995,1331,2,5
1996,1331,2,6
1997,1332,2,4
1998,1332,2,5
1999,1332,2,6
2000,1333,1,33
2001,1333,1,27
2002,1334,5,40
2003,1334,5,41
2004,1335,2,4
2005,1335,2,5
2006,1335,2,6
2007,1336,2,15
2008,1336,2,9
2009,1337,2,13
2010,1338,1,29
2011,1339,1,19
2012,1340,1,19
2013,1341,2,8
2014,1342,2,8
2015,1343,2,8
2016,1344,2,8
2017,1345,2,8
2018,1346,2,1
2019,1347,2,8
2020,1348,2,8
2021,1349,3,37
2022,1350,2,8
2023,1351,2,11
2024,1352,3,37
2025,1353,3,37
2026,1354,2,15
2027,1354,2,9
2028,1355,3,37
2029,1356,3,37
2030,1357,2,15
2031,1357,2,9
2032,1358,1,22
2033,1358,1,23
2034,1358,1,24
2035,1359,2,15
2036,1359,2,9
2037,1360,2,15
2038,1360,2,9
2039,1361,2,15
2040,1361,2,9
2041,1362,2,15
2042,1362,2,9
2043,1363,2,15
2044,1363,2,9
2045,1364,2,10
2046,1365,2,10
2047,1366,2,10
2048,1367,2,10
2049,1368,2,10
2050,1369,2,10
2051,1370,2,8
2052,1371,2,11
2053,1372,2,11
2054,1373,2,11
2055,1374,2,11
2056,1375,2,13
2057,1376,2,13
2058,1377,2,13
2059,1378,2,15
2060,1378,2,9
2061,1379,1,22
2062,1379,1,23
2063,1379,1,24
2064,1380,3,37
2065,1381,2,15
2066,1381,2,9
2067,1382,2,15
2068,1382,2,9
2069,1383,2,15
2070,1383,2,9
2071,1384,2,15
2072,1384,2,9
2073,1385,2,1
2074,1386,2,15
2075,1386,2,9
2076,1387,1,26
2077,1388,5,40
2078,1388,5,41
2079,1389,2,1
2080,1390,2,1
2081,1391,2,1
2082,1392,1,19
2083,1393,2,1
2084,1394,2,1
2085,1395,2,15
2086,1395,2,9
2087,1396,2,15
2088,1396,2,9
2089,1397,2,15
2090,1397,2,9
2091,1398,2,15
2092,1398,2,9
2093,1399,1,31
2094,1400,1,31
2095,1401,1,31
2096,1402,1,31
2097,1403,6,42
2098,1404,6,42
2099,1405,6,42
2100,1406,2,13
2101,1406,8,44
2102,1407,2,13
2103,1407,8,44
2104,1408,2,13
2105,1408,8,44
2106,1409,2,13
2107,1409,8,44
2108,1410,2,13
2109,1410,8,44
2110,1411,2,13
2111,1411,8,44
2112,1412,2,15
2113,1412,2,9
2114,1413,3,37
2115,1414,2,15
2116,1414,2,9
2117,1415,2,8
2118,1416,2,15
2119,1416,2,9
2120,1417,2,15
2121,1417,2,9
2122,1418,3,37
2123,1419,2,15
2124,1419,2,9
2125,1420,2,15
2126,1420,2,9
2127,1421,3,37
2128,1422,1,19
2129,1423,3,37
2130,1424,3,37
2131,1425,3,37
2132,1426,1,29
2133,1427,3,37
2134,1428,1,33
2135,1428,1,27
2136,1429,1,28
2137,1430,2,1
2138,1431,2,1
2139,1432,2,1
2140,1433,2,13
2141,1434,2,10
2142,1435,2,10
2143,1436,2,10
2144,1437,2,10
2145,1438,2,13
2146,1439,2,13
2147,1440,2,13
2148,1441,5,40
2149,1441,5,41
2150,1442,5,40
2151,1442,5,41
2152,1443,5,40
2153,1443,5,41
2154,1444,5,40
2155,1444,5,41
2156,1445,5,40
2157,1445,5,41
2158,1446,5,40
2159,1446,5,41
2160,1447,5,40
2161,1447,5,41
2162,1448,5,40
2163,1448,5,41
2164,1449,5,40
2165,1449,5,41
2166,1450,5,40
2167,1450,5,41
2168,1451,5,40
2169,1451,5,41
2170,1452,5,40
2171,1452,5,41
2172,1453,6,42
2173,1454,2,11
2174,1455,6,42
2175,1456,1,28
2176,1457,2,4
2177,1457,2,5
2178,1457,2,6
2179,1458,2,4
2180,1458,2,5
2181,1458,2,6
2182,1459,2,11
2183,1460,2,11
2184,1461,6,42
2185,1462,2,8
2186,1463,2,15
2187,1463,2,9
2188,1464,1,29
2189,1465,1,29
2190,1466,2,11
2191,1467,1,29
2192,1468,2,11
2193,1469,1,31
2194,1469,8,44
2195,1470,5,40
2196,1470,5,41
2197,1471,1,29
2198,1472,1,29
2199,1473,1,29
2200,1474,3,37
2201,1475,2,1
2202,1476,2,1
2203,1477,2,1
2204,1478,2,11
2205,1479,3,37
2206,1480,1,29
2207,1481,1,29
2208,1482,1,31
2209,1483,6,42
2210,1484,2,4
2211,1484,2,5
2212,1484,2,6
2213,1485,2,13
2214,1486,2,4
2215,1486,2,5
2216,1486,2,6
2217,1487,2,4
2218,1487,2,5
2219,1487,2,6
2220,1488,2,4
2221,1488,2,5
2222,1488,2,6
2223,1489,6,42
2224,1490,1,22
2225,1490,1,23
2226,1490,1,24
2227,1491,1,31
2228,1492,2,4
2229,1492,2,5
2230,1492,2,6
2231,1493,1,22
2232,1493,1,23
2233,1493,1,24
2234,1494,2,15
2235,1494,2,9
2236,1495,6,42
2237,1496,1,31
2238,1496,8,44
2239,1497,1,31
2240,1497,8,44
2241,1498,2,10
2242,1499,5,40
2243,1499,5,41
2244,1500,2,10
2245,1501,2,8
2246,1502,1,26
2247,1503,1,31
2248,1504,3,37
2249,1505,3,37
2250,1506,3,37
2251,1507,3,37
2252,1508,3,37
2253,1509,1,31
2254,1510,2,13
2255,1510,8,44
2256,1511,2,13
2257,1511,8,44
2258,1512,2,13
2259,1512,8,44
2260,1513,2,13
2261,1513,8,44
2262,1514,2,1
2263,1515,2,10
2264,1516,1,22
2265,1516,1,23
2266,1516,1,24
2267,1517,1,22
2268,1517,1,23
2269,1517,1,24
2270,1518,1,28
2271,1519,2,15
2272,1519,2,9
2273,1520,2,11
2274,1521,2,10
2275,1522,2,15
2276,1522,2,9
2277,1523,1,28
2278,1524,1,26
2279,1525,2,4
2280,1525,2,5
2281,1525,2,6
2282,1526,2,4
2283,1526,2,5
2284,1526,2,6
2285,1527,2,4
2286,1527,2,5
2287,1527,2,6
2288,1528,2,4
2289,1528,2,5
2290,1528,2,6
2291,1529,5,40
2292,1529,5,41
2293,1530,2,10
2294,1531,1,26
2295,1532,2,8
2296,1533,2,8
2297,1534,2,1
2298,1535,2,1
2299,1536,2,4
2300,1536,2,5
2301,1536,2,6
2302,1537,1,28
2303,1538,2,4
2304,1538,2,5
2305,1538,2,6
2306,1539,1,28
2307,1540,2,15
2308,1540,2,9
2309,1541,2,15
2310,1541,2,9
2311,1542,3,37
2312,1543,2,15
2313,1543,2,9
2314,1544,1,26
2315,1545,2,15
2316,1545,2,9
2317,1546,2,15
2318,1546,2,9
2319,1547,6,42
2320,1548,6,42
2321,1549,1,28
2322,1550,1,31
2323,1550,8,44
2324,1551,1,31
2325,1551,8,44
2326,1552,1,31
2327,1552,8,44
2328,1553,1,31
2329,1553,8,44
2330,1554,1,31
2331,1554,8,44
2332,1555,1,33
2333,1555,1,27
2334,1556,1,28
2335,1557,1,28
2336,1558,1,28
2337,1559,2,10
2338,1560,5,40
2339,1560,5,41
2340,1561,5,40
2341,1561,5,41
2342,1562,5,40
2343,1562,5,41
2344,1563,5,40
2345,1563,5,41
2346,1564,5,40
2347,1564,5,41
2348,1565,5,40
2349,1565,5,41
2350,1566,5,40
2351,1566,5,41
2352,1567,5,40
2353,1567,5,41
2354,1568,5,40
2355,1568,5,41
2356,1569,1,29
2357,1570,1,28
2358,1571,2,10
2359,1572,2,13
2360,1573,1,19
2361,1574,1,19
2362,1575,1,28
2363,1576,2,13
2364,1577,3,37
2365,1578,3,37
2366,1579,3,37
2367,1580,2,13
2368,1581,1,28
2369,1582,1,28
2370,1583,1,26
2371,1584,1,26
2372,1585,1,31
2373,1585,8,44
2374,1586,1,26
2375,1587,2,15
2376,1587,2,9
2377,1588,2,15
2378,1588,2,9
2379,1589,2,15
2380,1589,2,9
2381,1590,2,15
2382,1590,2,9
2383,1591,2,15
2384,1591,2,9
2385,1592,1,26
2386,1593,1,31
2387,1594,1,28
2388,1595,2,10
2389,1596,2,10
2390,1597,1,28
2391,1598,2,10
2392,1599,2,10
2393,1600,2,10
2394,1601,2,10
2395,1602,2,10
2396,1603,2,10
2397,1604,2,10
2398,1605,2,10
2399,1606,2,10
2400,1607,2,10
2401,1608,2,4
2402,1608,2,5
2403,1608,2,6
2404,1609,1,22
2405,1609,1,23
2406,1609,1,24
2407,1610,2,10
2408,1611,1,28
2409,1612,2,8
2410,1613,2,13
2411,1613,8,44
2412,1614,2,13
2413,1614,8,44
2414,1615,2,15
2415,1615,2,9
2416,1616,1,31
2417,1617,1,33
2418,1617,1,27
2419,1618,1,31
2420,1619,2,13
2421,1620,2,13
2422,1621,2,13
2423,1622,2,13
2424,1622,8,44
2425,1623,1,29
2426,1624,2,13
2427,1625,2,13
2428,1626,2,13
2429,1627,6,42
2430,1628,1,29
2431,1629,1,29
2432,1630,1,29
2433,1631,5,40
2434,1631,5,41
2435,1632,1,29
2436,1633,1,31
2437,1634,2,1
2438,1635,2,4
2439,1635,2,5
2440,1635,2,6
2441,1636,2,4
2442,1636,2,5
2443,1636,2,6
2444,1637,2,4
2445,1637,2,5
2446,1637,2,6
2447,1638,2,4
2448,1638,2,5
2449,1638,2,6
2450,1639,6,42
2451,1640,2,10
2452,1641,6,42
2453,1642,1,19
2454,1643,2,13
2455,1644,1,31
2456,1644,8,44
2457,1645,1,31
2458,1645,8,44
2459,1646,1,31
2460,1646,8,44
2461,1647,1,31
2462,1647,8,44
2463,1648,1,31
2464,1648,8,44
2465,1649,6,42
2466,1650,5,40
2467,1650,5,41
2468,1651,1,31
2469,1652,1,31
2470,1653,1,31
2471,1654,1,31
2472,1655,1,31
2473,1656,2,15
2474,1656,2,9
2475,1657,2,4
2476,1657,2,5
2477,1657,2,6
2478,1658,2,4
2479,1658,2,5
2480,1658,2,6
2481,1659,2,4
2482,1659,2,5
2483,1659,2,6
2484,1660,2,10
2485,1661,2,4
2486,1661,2,5
2487,1661,2,6
2488,1662,2,13
2489,1662,8,44
2490,1663,2,4
2491,1663,2,5
2492,1663,2,6
2493,1664,6,42
2494,1665,6,42
2495,1666,2,15
2496,1666,2,9
2497,1667,2,11
2498,1668,2,11
2499,1669,3,37
2500,1670,2,13
2501,1671,2,13
2502,1672,2,15
2503,1672,2,9
2504,1673,3,37
2505,1674,1,31
2506,1675,3,37
2507,1676,1,33
2508,1676,1,27
2509,1677,1,28
2510,1678,2,10
2511,1679,1,31
2512,1680,2,13
2513,1681,1,22
2514,1681,1,23
2515,1681,1,24
2516,1682,1,28
2517,1683,2,10
2518,1684,1,28
2519,1685,1,28
2520,1686,1,28
2521,1687,2,10
2522,1688,5,40
2523,1688,5,41
2524,1689,2,13
2525,1689,8,44
2526,1690,1,28
2527,1691,5,40
2528,1691,5,41
2529,1692,2,10
2530,1693,1,31
2531,1694,1,31
2532,1695,1,31
2533,1696,1,31
2534,1697,5,40
2535,1697,5,41
2536,1698,1,22
2537,1698,1,23
2538,1698,1,24
2539,1699,2,11
2540,1700,2,11
2541,1701,2,11
2542,1702,1,22
2543,1702,1,23
2544,1702,1,24
2545,1703,2,11
2546,1704,2,11
2547,1705,1,22
2548,1705,1,23
2549,1705,1,24
2550,1706,1,33
2551,1706,1,27
2552,1707,2,10
2553,1708,6,42
2554,1709,6,42
2555,1710,2,13
2556,1710,8,44
2557,1711,2,15
2558,1711,2,9
2559,1712,1,33
2560,1712,1,27
2561,1713,2,15
2562,1713,2,9
2563,1714,3,37
2564,1715,1,31
2565,1716,1,19
2566,1717,1,31
2567,1718,1,26
2568,1719,2,13
2569,1720,1,26
2570,1721,1,26
2571,1722,1,26
2572,1723,1,26
2573,1724,1,26
2574,1725,6,42
2575,1726,1,33
2576,1726,1,27
2577,1727,1,33
2578,1727,1,27
2579,1728,1,31
2580,1729,2,13
2581,1730,3,37
2582,1731,3,37
2583,1732,2,10
2584,1733,2,15
2585,1733,2,9
2586,1734,2,8
2587,1735,2,13
2588,1735,8,44
2589,1736,2,15
2590,1736,2,9
2591,1737,2,15
2592,1737,2,9
2593,1738,1,31
2594,1738,8,44
2595,1739,2,1
2596,1740,2,8
2597,1741,2,4
2598,1741,2,5
2599,1741,2,6
2600,1742,2,13
2601,1743,2,4
2602,1743,2,5
2603,1743,2,6
2604,1744,2,4
2605,1744,2,5
2606,1744,2,6
2607,1745,6,42
2608,1746,1,31
2609,1747,1,31
2610,1748,6,42
2611,1749,6,42
2612,1750,2,15
2613,1750,2,9
2614,1751,2,1
2615,1752,1,28
2616,1753,1,22
2617,1753,1,23
2618,1753,1,24
2619,1754,1,22
2620,1754,1,23
2621,1754,1,24
2622,1755,1,22
2623,1755,1,23
2624,1755,1,24
2625,1756,2,1
2626,1757,2,1
2627,1758,1,26
2628,1759,3,37
2629,1760,2,11
2630,1761,1,28
2631,1762,1,31
2632,1762,8,44
2633,1763,2,8
2634,1764,2,8
2635,1765,2,8
2636,1766,2,8
2637,1767,2,8
2638,1768,2,8
2639,1769,2,8
2640,1770,2,4
2641,1770,2,5
2642,1770,2,6
2643,1771,1,31
2644,1771,8,44
2645,1772,2,10
2646,1773,1,31
2647,1774,1,31
2648,1775,1,31
2649,1776,1,31
2650,1777,1,19
2651,1778,1,19
2652,1779,2,11
2653,1780,6,42
2654,1781,2,15
2655,1781,2,9
2656,1782,2,15
2657,1782,2,9
2658,1783,2,15
2659,1783,2,9
2660,1784,1,31
2661,1784,8,44
2662,1785,1,22
2663,1785,1,23
2664,1785,1,24
2665,1786,2,13
2666,1787,2,13
2667,1788,2,13
2668,1789,1,31
2669,1789,8,44
2670,1790,1,31
2671,1790,8,44
2672,1791,6,42
2673,1792,6,42
2674,1793,2,11
2675,1794,2,11
2676,1795,2,15
2677,1795,2,9
2678,1796,2,15
2679,1796,2,9
2680,1797,2,15
2681,1797,2,9
2682,1798,2,15
2683,1798,2,9
2684,1799,1,33
2685,1799,1,27
2686,1800,3,37
2687,1801,1,33
2688,1801,1,27
2689,1802,1,31
2690,1802,8,44
2691,1803,1,31
2692,1803,8,44
2693,1804,1,31
2694,1804,8,44
2695,1805,1,31
2696,1805,8,44
2697,1806,5,40
2698,1806,5,41
2699,1807,1,31
2700,1807,8,44
2701,1808,2,10
2702,1809,5,40
2703,1809,5,41
2704,1810,2,8
2705,1811,2,8
2706,1812,2,8
2707,1813,5,40
2708,1813,5,41
2709,1814,2,8
2710,1815,1,33
2711,1815,1,27
2712,1816,1,28
2713,1817,1,26
2714,1818,2,8
2715,1819,2,8
2716,1820,2,15
2717,1820,2,9
2718,1821,2,15
2719,1821,2,9
2720,1822,5,40
2721,1822,5,41
2722,1823,2,15
2723,1823,2,9
2724,1824,1,26
2725,1825,1,33
2726,1825,1,27
2727,1826,2,8
2728,1827,2,8
2729,1828,6,42
2730,1829,1,29
2731,1830,1,33
2732,1830,1,27
2733,1831,2,4
2734,1831,2,5
2735,1831,2,6
2736,1832,1,19
2737,1833,2,1
2738,1834,1,33
2739,1834,1,27
2740,1835,2,15
2741,1835,2,9
2742,1836,1,33
2743,1836,1,27
2744,1837,1,19
2745,1838,2,1
2746,1839,1,19
2747,1840,1,28
2748,1841,1,26
2749,1842,3,37
2750,1843,2,4
2751,1843,2,5
2752,1843,2,6
2753,1844,1,22
2754,1844,1,23
2755,1844,1,24
2756,1845,2,4
2757,1845,2,5
2758,1845,2,6
2759,1846,2,11
2760,1847,2,13
2761,1847,8,44
2762,1848,2,1
2763,1849,2,13
2764,1850,3,37
2765,1851,2,15
2766,1851,2,9
2767,1852,2,8
2768,1853,2,15
2769,1853,2,9
2770,1854,2,15
2771,1854,2,9
2772,1855,2,10
2773,1856,2,10
2774,1857,1,28
2775,1858,2,10
2776,1859,2,10
2777,1860,2,11
2778,1861,2,10
2779,1862,1,19
2780,1863,1,29
2781,1864,1,29
2782,1865,5,40
2783,1865,5,41
2784,1866,1,29
2785,1867,2,11
2786,1868,1,31
2787,1869,2,11
2788,1870,2,10
2789,1871,2,11
2790,1872,2,15
2791,1872,2,9
2792,1873,1,19
2793,1874,2,15
2794,1874,2,9
2795,1875,1,31
2796,1876,2,8
2797,1877,1,26
2798,1878,1,26
2799,1879,1,26
2800,1880,1,26
2801,1881,2,15
2802,1881,2,9
2803,1882,3,37
2804,1883,1,33
2805,1883,1,27
2806,1884,3,37
2807,1885,2,11
2808,1886,5,40
2809,1886,5,41
2810,1887,5,40
2811,1887,5,41
2812,1888,5,40
2813,1888,5,41
2814,1889,5,40
2815,1889,5,41
2816,1890,3,37
2817,1891,1,26
2818,1892,1,28
2819,1893,1,28
2820,1894,1,19
2821,1895,1,19
2822,1896,1,19
2823,1897,1,26
2824,1898,1,26
2825,1899,1,26
2826,1900,1,26
2827,1901,2,10
2828,1902,2,10
2829,1903,2,10
2830,1904,3,37
2831,1905,3,37
2832,1906,3,37
2833,1907,3,37
2834,1908,3,37
2835,1909,3,37
2836,1910,3,37
2837,1911,3,37
2838,1912,3,37
2839,1913,2,10
2840,1914,5,40
2841,1914,5,41
2842,1915,3,37
2843,1916,3,37
2844,1917,3,37
2845,1918,6,42
2846,1919,1,26
2847,1920,1,26
2848,1921,1,26
2849,1922,2,15
2850,1922,2,9
2851,1923,6,42
2852,1924,2,13
2853,1925,2,13
2854,1926,5,40
2855,1926,5,41
2856,1927,2,1
2857,1928,2,4
2858,1928,2,5
2859,1928,2,6
2860,1929,2,4
2861,1929,2,5
2862,1929,2,6
2863,1930,2,15
2864,1930,2,9
2865,1931,5,40
2866,1931,5,41
2867,1932,5,40
2868,1932,5,41
2869,1933,5,40
2870,1933,5,41
2871,1934,5,40
2872,1934,5,41
2873,1935,2,1
2874,1936,5,40
2875,1936,5,41
2876,1937,2,10
2877,1938,2,10
2878,1939,2,10
2879,1940,2,13
2880,1941,2,8
2881,1942,2,10
2882,1943,1,31
2883,1943,8,44
2884,1944,2,13
2885,1944,8,44
2886,1945,1,31
2887,1945,8,44
2888,1946,1,31
2889,1947,1,19
2890,1948,5,40
2891,1948,5,41
2892,1949,2,13
2893,1950,2,13
2894,1950,8,44
2895,1951,1,33
2896,1951,1,27
2897,1952,2,15
2898,1952,2,9
2899,1953,1,19
2900,1954,1,33
2901,1954,1,27
2902,1955,1,33
2903,1955,1,27
2904,1956,1,28
2905,1957,2,15
2906,1957,2,9
2907,1958,1,33
2908,1958,1,27
2909,1959,1,28
2910,1960,1,28
2911,1961,1,28
2912,1962,1,28
2913,1963,2,15
2914,1963,2,9
2915,1964,2,15
2916,1964,2,9
2917,1965,3,37
2918,1966,5,40
2919,1966,5,41
2920,1967,2,15
2921,1967,2,9
2922,1968,3,37
2923,1969,3,37
2924,1970,3,37
2925,1971,1,19
2926,1972,3,37
2927,1973,3,37
2928,1974,5,40
2929,1974,5,41
2930,1975,2,15
2931,1975,2,9
2932,1976,1,19
2933,1977,5,40
2934,1977,5,41
2935,1978,1,28
2936,1979,1,28
2937,1980,1,28
2938,1981,2,10
2939,1982,1,28
2940,1983,2,10
2941,1984,2,10
2942,1985,1,28
2943,1986,2,10
2944,1987,1,29
2945,1988,2,10
2946,1989,1,26
2947,1990,2,15
2948,1990,2,9
2949,1991,2,8
2950,1992,6,42
2951,1993,1,19
2952,1994,1,19
2953,1995,1,29
2954,1996,1,33
2955,1996,1,27
2956,1997,1,33
2957,1997,1,27
2958,1998,1,31
2959,1999,2,10
2960,2000,2,10
2961,2001,2,10
2962,2002,5,40
2963,2002,5,41
2964,2003,2,1
2965,2004,5,40
2966,2004,5,41
2967,2005,5,40
2968,2005,5,41
2969,2006,2,10
2970,2007,1,26
2971,2008,1,19
2972,2009,1,33
2973,2009,1,27
2974,2010,1,33
2975,2010,1,27
2976,2011,1,33
2977,2011,1,27
2978,2012,1,33
2979,2012,1,27
2980,2013,1,19
2981,2014,1,31
2982,2014,8,44
2983,2015,1,29
2984,2016,2,1
2985,2017,2,8
2986,2018,2,10
2987,2019,2,8
2988,2020,2,1
2989,2021,2,8
2990,2022,2,8
2991,2023,5,40
2992,2023,5,41
2993,2024,2,8
2994,2025,1,22
2995,2025,1,23
2996,2025,1,24
2997,2026,1,29
2998,2027,1,29
2999,2028,2,8
3000,2029,1,19
3001,2030,1,19
3002,2031,1,22
3003,2031,1,23
3004,2031,1,24
3005,2032,2,10
3006,2033,2,10
3007,2034,2,8
3008,2035,2,4
3009,2035,2,5
3010,2035,2,6
3011,2036,2,4
3012,2036,2,5
3013,2036,2,6
3014,2037,1,31
3015,2038,1,29
3016,2039,2,10
3017,2040,2,10
3018,2041,1,22
3019,2041,1,23
3020,2041,1,24
3021,2042,2,10
3022,2043,2,10
3023,2044,2,10
3024,2045,1,22
3025,2045,1,23
3026,2045,1,24
3027,2046,2,10
3028,2047,2,10
3029,2048,2,10
3030,2049,1,29
3031,2050,2,11
3032,2051,2,11
3033,2052,2,11
3034,2053,1,22
3035,2053,1,23
3036,2053,1,24
3037,2054,1,26
3038,2055,1,19
3039,2056,1,28
3040,2057,1,22
