AccusedMasterID,CaseMasterID,ResolvedIdentityID
1661,979,R001101
1662,980,R001102
1663,981,R001103
1664,982,R001104
1665,983,R001105
1666,984,R001100
1667,984,R001101
1668,985,R001106
1669,985,R000991
1670,986,R001107
1671,987,R001108
1672,987,R001109
1673,988,R001110
1674,988,R001111
1675,989,R001112
1676,989,R001113
1677,990,R001110
1678,990,R001114
1679,991,R001110
1680,992,R000790
1681,993,R001110
1682,994,R001115
1683,994,R001116
1684,994,R001117
1685,995,R001115
1686,996,R001115
1687,997,R001118
1688,997,R001119
1689,998,R001120
1690,999,R001121
1691,1000,R001122
1692,1001,R001122
1693,1001,R001067
1694,1002,R001122
1695,1003,R001100
1696,1003,R001123
1697,1004,R001122
1698,1005,R001122
1699,1006,R001124
1700,1006,R001125
1701,1006,R001126
1702,1007,R001127
1703,1007,R001128
1704,1008,R001124
1705,1009,R001124
1706,1010,R001124
1707,1011,R001129
1708,1012,R001129
1709,1013,R001129
1710,1014,R001100
1711,1014,R001130
1712,1014,R001131
1713,1014,R001132
1714,1015,R001100
1715,1016,R001133
1716,1017,R001134
1717,1017,R001135
1718,1017,R001136
1719,1018,R001137
1720,1019,R001138
1721,1020,R001139
1722,1021,R001140
1723,1021,R001141
1724,1021,R001142
1725,1021,R001143
1726,1022,R001144
1727,1023,R001145
1728,1023,R001146
1729,1024,R001147
1730,1024,R001148
1731,1024,R001149
1732,1025,R001150
1733,1026,R001150
1734,1026,R001151
1735,1027,R001152
1736,1027,R001153
1737,1028,R001158
1738,1028,R001154
1739,1029,R001155
1740,1030,R001155
1741,1030,R001156
1742,1031,R001157
1743,1031,R001169
1744,1032,R001158
1745,1033,R001158
1746,1034,R001158
1747,1034,R001159
1748,1034,R001160
1749,1034,R001161
1750,1034,R001162
1751,1035,R001163
1752,1035,R002551
1753,1036,R001164
1754,1036,R001165
1755,1036,R001166
1756,1037,R001167
1757,1037,R001168
1758,1038,R001167
1759,1038,R001169
1760,1038,R001149
1761,1039,R001170
1762,1040,R001171
1763,1041,R001172
1764,1042,R001173
1765,1042,R001174
1766,1042,R001175
1767,1043,R001181
1768,1044,R001176
1769,1044,R001177
1770,1044,R001178
1771,1045,R001172
1772,1046,R001179
1773,1046,R001180
1774,1047,R001172
1775,1048,R001181
1776,1049,R001181
1777,1050,R001172
1778,1051,R001179
1779,1051,R001674
1780,1051,R001182
1781,1051,R001183
1782,1051,R001184
1783,1052,R001185
1784,1053,R001185
1785,1054,R001185
1786,1055,R001185
1787,1056,R001185
1788,1057,R001186
1789,1057,R001187
1790,1057,R001188
1791,1058,R001185
1792,1058,R001189
1793,1059,R001190
1794,1059,R001191
1795,1059,R001192
1796,1060,R001186
1797,1060,R001193
1798,1061,R001190
1799,1061,R001194
1800,1062,R000857
1801,1062,R001195
1802,1062,R001196
1803,1063,R001197
1804,1063,R001198
1805,1064,R001190
1806,1065,R001190
1807,1066,R001199
1808,1067,R001200
1809,1067,R001201
1810,1068,R001202
1811,1068,R001203
1812,1068,R001204
1813,1068,R001205
1814,1069,R001206
1815,1070,R001197
1816,1070,R001207
1817,1070,R001208
1818,1070,R001209
1819,1070,R001210
1820,1071,R001211
1821,1072,R001212
1822,1072,R001213
1823,1072,R001214
1824,1073,R001215
1825,1073,R001216
1826,1073,R001217
1827,1074,R001218
1828,1075,R001219
1829,1076,R001220
1830,1076,R001221
1831,1076,R001222
1832,1077,R000740
1833,1078,R000233
1834,1079,R001223
1835,1080,R001223
1836,1081,R001224
1837,1081,R001225
1838,1082,R001223
1839,1083,R001226
1840,1084,R000951
1841,1085,R001227
1842,1085,R001228
1843,1086,R001229
1844,1086,R001230
1845,1087,R001231
1846,1088,R001231
1847,1089,R001232
1848,1089,R000860
1849,1090,R001233
1850,1090,R001234
1851,1090,R001235
1852,1091,R001236
1853,1091,R004072
1854,1091,R001237
1855,1091,R001238
1856,1091,R001239
1857,1092,R001240
1858,1093,R001241
1859,1093,R001242
1860,1094,R001244
1861,1095,R001241
1862,1095,R001242
1863,1096,R001243
1864,1097,R001244
1865,1098,R001244
1866,1098,R001245
1867,1098,R001246
1868,1098,R001247
1869,1099,R001243
1870,1100,R001244
1871,1100,R001248
1872,1101,R001244
1873,1102,R001244
1874,1103,R001249
1875,1104,R001249
1876,1105,R001250
1877,1105,R001251
1878,1105,R001252
1879,1105,R001253
1880,1105,R001254
1881,1106,R001255
1882,1107,R001256
1883,1107,R001251
1884,1108,R001257
1885,1108,R001258
1886,1108,R001259
1887,1108,R001260
1888,1109,R001261
1889,1110,R001262
1890,1110,R001263
1891,1111,R001264
1892,1111,R001265
1893,1111,R001266
1894,1112,R001267
1895,1113,R000837
1896,1114,R001268
1897,1115,R001268
1898,1116,R001268
1899,1117,R001268
1900,1118,R001269
1901,1118,R001270
1902,1119,R001268
1903,1120,R001271
1904,1120,R001272
1905,1121,R001269
1906,1122,R001273
1907,1122,R001274
1908,1123,R001275
1909,1123,R001276
1910,1123,R001277
1911,1123,R001278
1912,1124,R001279
1913,1125,R001280
1914,1125,R001281
1915,1126,R001282
1916,1126,R001283
1917,1127,R001284
1918,1128,R001282
1919,1129,R001288
1920,1130,R001285
1921,1130,R001286
1922,1130,R001287
1923,1131,R001288
1924,1132,R001288
1925,1133,R001289
1926,1134,R001289
1927,1135,R001290
1928,1135,R001291
1929,1136,R001292
1930,1137,R001293
1931,1138,R001294
1932,1139,R001295
1933,1140,R001296
1934,1141,R001297
1935,1141,R001298
1936,1141,R001299
1937,1142,R001300
1938,1143,R001301
1939,1144,R001302
1940,1145,R001303
1941,1145,R001304
1942,1146,R001305
1943,1147,R001303
1944,1147,R001306
1945,1147,R001307
1946,1147,R001308
1947,1147,R001309
1948,1148,R001303
1949,1149,R001310
1950,1150,R001311
1951,1151,R001312
1952,1152,R001313
1953,1153,R001312
1954,1154,R001311
1955,1154,R001314
1956,1155,R001315
1957,1155,R004364
1958,1156,R001312
1959,1157,R001316
1960,1158,R001313
1961,1159,R001317
1962,1160,R001315
1963,1161,R001318
1964,1161,R001319
1965,1161,R001320
1966,1161,R001321
1967,1161,R000270
1968,1162,R001322
1969,1162,R001323
1970,1163,R001324
1971,1164,R001324
1972,1164,R001325
1973,1164,R001326
1974,1164,R001327
1975,1165,R001328
1976,1166,R001329
1977,1167,R001329
1978,1168,R001330
1979,1169,R001330
1980,1169,R001331
1981,1170,R000632
1982,1171,R001332
1983,1171,R001333
1984,1171,R001334
1985,1171,R001335
1986,1172,R001336
1987,1172,R001337
1988,1172,R001338
1989,1173,R001339
1990,1174,R000280
1991,1175,R001340
1992,1176,R001341
1993,1177,R001341
1994,1178,R001342
1995,1178,R001343
1996,1179,R001341
1997,1179,R001344
1998,1180,R001341
1999,1181,R001341
2000,1181,R001345
2001,1181,R001346
2002,1182,R001342
2003,1183,R001347
2004,1184,R001348
2005,1185,R001349
2006,1185,R001350
2007,1185,R001351
2008,1186,R001348
2009,1187,R001352
2010,1188,R001348
2011,1189,R001352
2012,1190,R001353
2013,1190,R001354
2014,1190,R001355
2015,1191,R001356
2016,1191,R001357
2017,1192,R001358
2018,1193,R001358
2019,1194,R001358
2020,1195,R001358
2021,1196,R001358
2022,1197,R001358
2023,1198,R001358
2024,1199,R001358
2025,1200,R001359
2026,1201,R001360
2027,1202,R001361
2028,1203,R001362
2029,1204,R001363
2030,1205,R001364
2031,1205,R001365
2032,1205,R001366
2033,1206,R001367
2034,1206,R000751
2035,1207,R001370
2036,1208,R001368
2037,1208,R001369
2038,1209,R001370
2039,1210,R001370
2040,1211,R001371
2041,1211,R001372
2042,1212,R001373
2043,1212,R001374
2044,1213,R001375
2045,1213,R001376
2046,1213,R001377
2047,1214,R001375
2048,1215,R001375
2049,1216,R001378
2050,1217,R001380
2051,1217,R001379
2052,1218,R001380
2053,1219,R001380
2054,1219,R001379
2055,1219,R001381
2056,1220,R001380
2057,1221,R001380
2058,1222,R001380
2059,1223,R001382
2060,1224,R001383
2061,1224,R001384
2062,1224,R001385
2063,1225,R001387
2064,1226,R001387
2065,1226,R001386
2066,1226,R001122
2067,1227,R001387
2068,1228,R001387
2069,1229,R001387
2070,1230,R001387
2071,1231,R001382
2072,1232,R001388
2073,1233,R001389
2074,1233,R001391
2075,1234,R001388
2076,1235,R001390
2077,1236,R001388
2078,1237,R001389
2079,1237,R001391
2080,1238,R000243
2081,1239,R001392
2082,1240,R001389
2083,1240,R001393
2084,1240,R001391
2085,1241,R001394
2086,1242,R001395
2087,1243,R001396
2088,1244,R001397
2089,1245,R001398
2090,1245,R001399
2091,1246,R001395
2092,1246,R001400
2093,1247,R001401
2094,1247,R001402
2095,1248,R001395
2096,1249,R001403
2097,1250,R001403
2098,1250,R001404
2099,1251,R001405
2100,1252,R001403
2101,1253,R001398
2102,1254,R001398
2103,1254,R001406
2104,1254,R000841
2105,1254,R001407
2106,1254,R001408
2107,1255,R001409
2108,1255,R001410
2109,1256,R001418
2110,1257,R001418
2111,1258,R001418
2112,1258,R001411
2113,1258,R001412
2114,1259,R001413
2115,1260,R001418
2116,1260,R001414
2117,1260,R001415
2118,1260,R001416
2119,1260,R001417
2120,1261,R001418
2121,1261,R001412
2122,1261,R001419
2123,1262,R001418
2124,1263,R001418
2125,1263,R001420
2126,1263,R001419
2127,1264,R000134
2128,1265,R001421
2129,1266,R001422
2130,1267,R001423
2131,1268,R001432
2132,1268,R001424
2133,1269,R001432
2134,1269,R001425
2135,1269,R001426
2136,1270,R001432
2137,1270,R001426
2138,1271,R001427
2139,1272,R001432
2140,1273,R001428
2141,1273,R001429
2142,1273,R001430
2143,1274,R001432
2144,1275,R001432
2145,1276,R001431
2146,1276,R004280
2147,1277,R001432
2148,1278,R001432
2149,1279,R001433
2150,1280,R001432
2151,1281,R001432
2152,1282,R001432
2153,1283,R001432
2154,1283,R001424
2155,1283,R001425
2156,1284,R001434
2157,1285,R001435
2158,1285,R001436
2159,1286,R001437
2160,1287,R001438
2161,1287,R001439
2162,1288,R001440
2163,1288,R001441
2164,1288,R001442
2165,1289,R001443
2166,1290,R001443
2167,1291,R001444
2168,1291,R000203
2169,1292,R001445
2170,1293,R001445
2171,1294,R001445
2172,1294,R001446
2173,1294,R001447
2174,1295,R001445
2175,1295,R001448
2176,1295,R001449
2177,1295,R001450
2178,1295,R001451
2179,1296,R001452
2180,1297,R001453
2181,1297,R001454
2182,1298,R001455
2183,1299,R001456
2184,1300,R001457
2185,1300,R001458
2186,1301,R001459
2187,1302,R001459
2188,1303,R001462
2189,1303,R001460
2190,1303,R001461
2191,1304,R001462
2192,1305,R001463
2193,1305,R001464
2194,1305,R001465
2195,1305,R001466
2196,1306,R001462
2197,1307,R001467
2198,1308,R001468
2199,1309,R001469
2200,1310,R001469
2201,1311,R001478
2202,1312,R001470
2203,1312,R001471
2204,1312,R001472
2205,1313,R001469
2206,1314,R001473
2207,1314,R001474
2208,1315,R001473
2209,1316,R004033
2210,1316,R001475
2211,1316,R001476
2212,1316,R001477
2213,1317,R001478
2214,1318,R001478
2215,1318,R001479
2216,1318,R001480
2217,1318,R001481
2218,1319,R001482
2219,1320,R001483
2220,1321,R001484
2221,1321,R001485
2222,1321,R001486
2223,1322,R001487
2224,1322,R001488
2225,1322,R001489
2226,1322,R001490
2227,1323,R001491
2228,1323,R001492
2229,1324,R001493
2230,1324,R001494
2231,1324,R001495
2232,1325,R001527
2233,1325,R001496
2234,1325,R001525
2235,1326,R001497
2236,1326,R001498
2237,1327,R001499
2238,1328,R001504
2239,1329,R001504
2240,1329,R001941
2241,1329,R001500
2242,1329,R001501
2243,1330,R001502
2244,1330,R001503
2245,1331,R001504
2246,1332,R001504
2247,1333,R001505
2248,1334,R001506
2249,1335,R001504
2250,1336,R001507
2251,1337,R001508
2252,1337,R001509
2253,1337,R001510
2254,1338,R001511
2255,1339,R001512
2256,1339,R001513
2257,1339,R001514
2258,1339,R001515
2259,1340,R001512
2260,1340,R001516
2261,1341,R001512
2262,1342,R001518
2263,1342,R001517
2264,1343,R001518
2265,1344,R001519
2266,1344,R001520
2267,1344,R001521
2268,1345,R001522
2269,1345,R001242
2270,1346,R001523
2271,1347,R001524
2272,1348,R001518
2273,1349,R001527
2274,1349,R001525
2275,1350,R001518
2276,1351,R001526
2277,1352,R001527
2278,1353,R001527
2279,1354,R001527
2280,1354,R001525
2281,1355,R001527
2282,1355,R001496
2283,1356,R001528
2284,1356,R001529
2285,1356,R001530
2286,1357,R001531
2287,1357,R001532
2288,1358,R001533
2289,1358,R001534
2290,1359,R001535
2291,1360,R001536
2292,1360,R001756
2293,1361,R001535
2294,1362,R001537
2295,1363,R001537
2296,1364,R001538
2297,1364,R000433
2298,1365,R001538
2299,1366,R001539
2300,1367,R001538
2301,1368,R001540
2302,1369,R001538
2303,1370,R001538
2304,1370,R001541
2305,1370,R001542
2306,1371,R001545
2307,1371,R001543
2308,1372,R002347
2309,1372,R001544
2310,1373,R001545
2311,1374,R001545
2312,1374,R001546
2313,1374,R001547
2314,1375,R001549
2315,1376,R001548
2316,1377,R001549
2317,1378,R001549
2318,1379,R001533
2319,1379,R001550
2320,1380,R001551
2321,1381,R001551
2322,1381,R001552
2323,1381,R001553
2324,1382,R001565
2325,1382,R001554
2326,1382,R001569
2327,1382,R001555
2328,1383,R001565
2329,1383,R001556
2330,1384,R001565
2331,1384,R001569
2332,1385,R001557
2333,1385,R001558
2334,1386,R001565
2335,1386,R001569
2336,1387,R001559
2337,1388,R001560
2338,1389,R001564
2339,1390,R001561
2340,1391,R001562
2341,1391,R001563
2342,1392,R001564
2343,1393,R001329
2344,1394,R001564
2345,1395,R001565
2346,1395,R001566
2347,1395,R001567
2348,1396,R001568
2349,1397,R001565
2350,1397,R001569
2351,1398,R001565
2352,1398,R001569
2353,1398,R001570
2354,1399,R001571
2355,1400,R001571
2356,1401,R001944
2357,1402,R001572
2358,1402,R001573
2359,1403,R001574
2360,1403,R001575
2361,1404,R001576
2362,1404,R001577
2363,1405,R001576
2364,1405,R001578
2365,1405,R001577
2366,1406,R001579
2367,1406,R000791
2368,1406,R001580
2369,1406,R001581
2370,1407,R001582
2371,1408,R001582
2372,1409,R001582
2373,1409,R001583
2374,1410,R001582
2375,1410,R001584
2376,1411,R001582
2377,1411,R001583
2378,1411,R001459
2379,1411,R001585
2380,1412,R001586
2381,1412,R001587
2382,1413,R001588
2383,1413,R001589
2384,1413,R001590
2385,1414,R001586
2386,1414,R001591
2387,1414,R001592
2388,1414,R001593
2389,1415,R001594
2390,1416,R001586
2391,1417,R001586
2392,1417,R001595
2393,1418,R001588
2394,1418,R001589
2395,1419,R001586
2396,1420,R001586
2397,1421,R001588
2398,1422,R001600
2399,1422,R001596
2400,1423,R001588
2401,1424,R001588
2402,1424,R001590
2403,1424,R001597
2404,1424,R001598
2405,1425,R001588
2406,1426,R001599
2407,1427,R001588
2408,1428,R001600
2409,1429,R001600
2410,1430,R001601
2411,1431,R001601
2412,1432,R001601
2413,1433,R001602
2414,1433,R001603
2415,1434,R001604
2416,1434,R001605
2417,1435,R001606
2418,1436,R001607
2419,1436,R001608
2420,1436,R001609
2421,1437,R002963
2422,1437,R001610
2423,1437,R001611
2424,1438,R001612
2425,1439,R001613
2426,1439,R001614
2427,1439,R001615
2428,1440,R001616
2429,1441,R001617
2430,1442,R001619
2431,1443,R001619
2432,1443,R001618
2433,1444,R001619
2434,1445,R001619
2435,1446,R001620
2436,1446,R001621
2437,1447,R001619
2438,1448,R001622
2439,1449,R001619
2440,1449,R001618
2441,1450,R001619
2442,1450,R001623
2443,1451,R001619
2444,1451,R001624
2445,1452,R001625
2446,1453,R001626
2447,1454,R001627
2448,1455,R001628
2449,1456,R001629
2450,1457,R001630
2451,1457,R001631
2452,1457,R001632
2453,1458,R001633
2454,1459,R001634
2455,1460,R001640
2456,1460,R001635
2457,1461,R001636
2458,1462,R001640
2459,1463,R001640
2460,1463,R001637
2461,1464,R000042
2462,1465,R000042
2463,1466,R001638
2464,1466,R004585
2465,1466,R001639
2466,1466,R000030
2467,1467,R001640
2468,1468,R001640
2469,1468,R001641
2470,1468,R001642
2471,1469,R001643
2472,1469,R001644
2473,1470,R001645
2474,1470,R001646
2475,1471,R001648
2476,1471,R001647
2477,1472,R001648
2478,1472,R001649
2479,1473,R001648
2480,1474,R001650
2481,1474,R001651
2482,1474,R001652
2483,1474,R001653
2484,1475,R001654
2485,1476,R001655
2486,1476,R001656
2487,1476,R001657
2488,1477,R001658
2489,1478,R001662
2490,1478,R001659
2491,1479,R001660
2492,1479,R001661
2493,1480,R001662
2494,1480,R001346
2495,1480,R001663
2496,1481,R001662
2497,1482,R001664
2498,1482,R001665
2499,1483,R000095
2500,1484,R001670
2501,1484,R001666
2502,1485,R001667
2503,1485,R001668
2504,1485,R001669
2505,1486,R001670
2506,1487,R001670
2507,1488,R001670
2508,1489,R001667
2509,1489,R001671
2510,1489,R001672
2511,1490,R001674
2512,1490,R001673
2513,1491,R001674
2514,1491,R001675
2515,1492,R001674
2516,1493,R001676
2517,1493,R001677
2518,1493,R001678
2519,1494,R001679
2520,1494,R001680
2521,1494,R001681
2522,1494,R001682
2523,1495,R001683
2524,1496,R001684
2525,1496,R001685
2526,1496,R001686
2527,1496,R001708
2528,1496,R001687
2529,1497,R001688
2530,1498,R001693
2531,1498,R001689
2532,1498,R001690
2533,1498,R001691
2534,1499,R001692
2535,1500,R001693
2536,1500,R000522
2537,1501,R001694
2538,1502,R001695
2539,1502,R000639
2540,1503,R001695
2541,1503,R001080
2542,1504,R001696
2543,1504,R001697
2544,1505,R001698
2545,1506,R001698
2546,1507,R001699
2547,1507,R001700
2548,1508,R001698
2549,1509,R001701
2550,1509,R001702
2551,1510,R001705
2552,1511,R001703
2553,1511,R001704
2554,1512,R001705
2555,1513,R001705
2556,1514,R001706
2557,1514,R001707
2558,1515,R001693
2559,1515,R001690
2560,1515,R001689
2561,1516,R001708
2562,1516,R001709
2563,1516,R001710
2564,1517,R001708
2565,1518,R001711
2566,1518,R001712
2567,1519,R001713
2568,1520,R001713
2569,1521,R001713
2570,1522,R001714
2571,1523,R001715
2572,1523,R001716
2573,1524,R001717
2574,1524,R001718
2575,1525,R001719
2576,1525,R001720
2577,1526,R001721
2578,1527,R001722
2579,1528,R001722
2580,1529,R001711
2581,1529,R001712
2582,1530,R001723
2583,1531,R001724
2584,1531,R001725
2585,1532,R001724
2586,1533,R001724
2587,1534,R000767
2588,1534,R001726
2589,1534,R001727
2590,1534,R001728
2591,1535,R000767
2592,1536,R001729
2593,1537,R001711
2594,1537,R001712
2595,1537,R001730
2596,1538,R002385
2597,1538,R001731
2598,1538,R001732
2599,1539,R004450
2600,1540,R001733
2601,1540,R001734
2602,1541,R001735
2603,1542,R001733
2604,1543,R001736
2605,1544,R001737
2606,1544,R001738
2607,1545,R001739
2608,1545,R001740
2609,1546,R001741
2610,1546,R001742
2611,1547,R001743
2612,1548,R001743
2613,1549,R001743
2614,1549,R001744
2615,1550,R001747
2616,1550,R001745
2617,1550,R001746
2618,1551,R001747
2619,1552,R001748
2620,1552,R001749
2621,1552,R001750
2622,1552,R001751
2623,1553,R001747
2624,1554,R001747
2625,1555,R001747
2626,1555,R001752
2627,1556,R001747
2628,1557,R001747
2629,1558,R001753
2630,1559,R001754
2631,1559,R001755
2632,1560,R001757
2633,1560,R001756
2634,1561,R001756
2635,1562,R001757
2636,1562,R004209
2637,1563,R001757
2638,1564,R001757
2639,1565,R001757
2640,1565,R001756
2641,1565,R001758
2642,1565,R001759
2643,1566,R001757
2644,1566,R001759
2645,1567,R001760
2646,1568,R001757
2647,1569,R001761
2648,1570,R001762
2649,1571,R001763
2650,1572,R001764
2651,1573,R001765
2652,1574,R001765
2653,1575,R001765
2654,1576,R001766
2655,1577,R001770
2656,1577,R001767
2657,1578,R001768
2658,1578,R001769
2659,1579,R001770
2660,1580,R001770
2661,1581,R000914
2662,1582,R001771
2663,1583,R001772
2664,1584,R002512
2665,1585,R002512
2666,1586,R001773
2667,1587,R001774
2668,1588,R001774
2669,1589,R001774
2670,1590,R001775
2671,1591,R001774
2672,1591,R001776
2673,1591,R001777
2674,1592,R001778
2675,1593,R001779
2676,1594,R001780
2677,1594,R001781
2678,1595,R001789
2679,1595,R001782
2680,1596,R001786
2681,1596,R001783
2682,1597,R001784
2683,1597,R001781
2684,1598,R001785
2685,1599,R001786
2686,1600,R001785
2687,1601,R001786
2688,1602,R001786
2689,1602,R001787
2690,1603,R001786
2691,1604,R001786
2692,1604,R001788
2693,1605,R001786
2694,1606,R001789
2695,1606,R000741
2696,1606,R001790
2697,1607,R001789
2698,1608,R001791
2699,1608,R001792
2700,1608,R001793
2701,1608,R001794
2702,1609,R001791
2703,1610,R001780
2704,1611,R001780
2705,1611,R001781
2706,1611,R001795
2707,1611,R001796
2708,1612,R001797
2709,1613,R001798
2710,1613,R001799
2711,1614,R001798
2712,1614,R001800
2713,1615,R001801
2714,1615,R001802
2715,1616,R001803
2716,1617,R001804
2717,1617,R001805
2718,1618,R001806
2719,1619,R001807
2720,1620,R001808
2721,1621,R001808
2722,1622,R001809
2723,1622,R001810
2724,1623,R001811
2725,1623,R001812
2726,1624,R001808
2727,1625,R001808
2728,1626,R001808
2729,1626,R001813
2730,1627,R001814
2731,1628,R001815
2732,1629,R001816
2733,1629,R001817
2734,1630,R001818
2735,1631,R001818
2736,1632,R001818
2737,1632,R001819
2738,1632,R001820
2739,1633,R001821
2740,1634,R001822
2741,1634,R001823
2742,1635,R001824
2743,1636,R001824
2744,1637,R001824
2745,1638,R001824
2746,1638,R001825
2747,1639,R001826
2748,1639,R001827
2749,1640,R001828
2750,1640,R001829
2751,1640,R001830
2752,1641,R001826
2753,1642,R001831
2754,1643,R001832
2755,1643,R004910
2756,1643,R001833
2757,1643,R001834
2758,1644,R001837
2759,1645,R001837
2760,1646,R001837
2761,1646,R001835
2762,1646,R001836
2763,1647,R001837
2764,1648,R001837
2765,1649,R000798
2766,1650,R001838
2767,1650,R001839
2768,1651,R001840
2769,1652,R001841
2770,1652,R001842
2771,1653,R001843
2772,1654,R001844
2773,1655,R001843
2774,1656,R001847
2775,1656,R001845
2776,1656,R001846
2777,1657,R001847
2778,1657,R001848
2779,1658,R001847
2780,1659,R001847
2781,1660,R001849
2782,1661,R001847
2783,1661,R001850
2784,1661,R001851
2785,1661,R001515
2786,1661,R001852
2787,1662,R001853
2788,1662,R003684
2789,1662,R001543
2790,1663,R001847
2791,1664,R001854
2792,1664,R005203
2793,1665,R001854
2794,1666,R001855
2795,1667,R001856
2796,1668,R001857
2797,1669,R001858
2798,1669,R001859
2799,1669,R001860
2800,1670,R001861
2801,1671,R001862
2802,1671,R001863
2803,1671,R001864
2804,1671,R001865
2805,1672,R001861
2806,1673,R000943
2807,1673,R000320
2808,1673,R001866
2809,1674,R001867
2810,1674,R001868
2811,1675,R001869
2812,1675,R001870
2813,1676,R001871
2814,1676,R001872
2815,1677,R001873
2816,1677,R001874
2817,1677,R001875
2818,1677,R001876
2819,1678,R001873
2820,1678,R001877
2821,1678,R001878
2822,1678,R001879
2823,1679,R001880
2824,1679,R001881
2825,1679,R001882
2826,1680,R001883
2827,1681,R001884
2828,1681,R001885
2829,1682,R001886
2830,1683,R001886
2831,1683,R001616
2832,1684,R001886
2833,1685,R001887
2834,1686,R001886
2835,1686,R001888
2836,1687,R001886
2837,1688,R001889
2838,1688,R001890
2839,1689,R001891
2840,1689,R001892
2841,1690,R001873
2842,1690,R001893
2843,1690,R001874
2844,1690,R001894
2845,1690,R001877
2846,1691,R001895
2847,1691,R001896
2848,1692,R001873
2849,1693,R001897
2850,1694,R001897
2851,1695,R001897
2852,1696,R001898
2853,1696,R001899
2854,1697,R001900
2855,1698,R001901
2856,1698,R001902
2857,1698,R001903
2858,1698,R001904
2859,1698,R001905
2860,1699,R001906
2861,1700,R001906
2862,1700,R001907
2863,1701,R001906
2864,1702,R001908
2865,1702,R001909
2866,1702,R001910
2867,1702,R002098
2868,1703,R001906
2869,1704,R001906
2870,1704,R001907
2871,1705,R001911
2872,1706,R000899
2873,1706,R001912
2874,1707,R001913
2875,1707,R001914
2876,1708,R001913
2877,1709,R001915
2878,1709,R001916
2879,1709,R001917
2880,1709,R001918
2881,1709,R001919
2882,1710,R001913
2883,1710,R001920
2884,1710,R001921
2885,1710,R001922
2886,1710,R001431
2887,1711,R001923
2888,1712,R001923
2889,1713,R001923
2890,1713,R001924
2891,1713,R001925
2892,1714,R001926
2893,1715,R000534
2894,1716,R000534
2895,1717,R000534
2896,1718,R001932
2897,1718,R002288
2898,1718,R001927
2899,1718,R001928
2900,1719,R001929
2901,1719,R001930
2902,1720,R001931
2903,1721,R001932
2904,1722,R001932
2905,1723,R001932
2906,1724,R001932
2907,1725,R001933
2908,1726,R001934
2909,1727,R001935
2910,1728,R001936
2911,1728,R001937
2912,1728,R001938
2913,1729,R001929
2914,1729,R001930
2915,1729,R001939
2916,1730,R001940
2917,1731,R001941
2918,1732,R001942
2919,1732,R001943
2920,1733,R001944
2921,1734,R001944
2922,1734,R001945
2923,1734,R001946
2924,1735,R001947
2925,1736,R001948
2926,1737,R001948
2927,1738,R001949
2928,1738,R001950
2929,1739,R001951
2930,1740,R001952
2931,1741,R001953
2932,1741,R001954
2933,1742,R001929
2934,1742,R001955
2935,1743,R001956
2936,1744,R001957
2937,1745,R001958
2938,1745,R001959
2939,1745,R001960
2940,1746,R001961
2941,1747,R001962
2942,1747,R001963
2943,1748,R001964
2944,1748,R001965
2945,1748,R001966
2946,1749,R001967
2947,1750,R002085
2948,1750,R001222
2949,1751,R001968
2950,1751,R001969
2951,1752,R001970
2952,1753,R001971
2953,1754,R001971
2954,1755,R001971
2955,1756,R001968
2956,1756,R001972
2957,1756,R001973
2958,1757,R001974
2959,1757,R001975
2960,1757,R001976
2961,1758,R001977
2962,1759,R003947
2963,1759,R001978
2964,1760,R001979
2965,1761,R001980
2966,1761,R001981
2967,1761,R001982
2968,1762,R001983
2969,1762,R001984
2970,1763,R001985
2971,1764,R001986
2972,1764,R001987
2973,1764,R001988
2974,1765,R001986
2975,1766,R001985
2976,1767,R001985
2977,1768,R001986
2978,1769,R001985
2979,1770,R001989
2980,1771,R001990
2981,1771,R001991
2982,1772,R001992
2983,1772,R001993
2984,1773,R001994
2985,1774,R001994
2986,1774,R001995
2987,1774,R001996
2988,1775,R001997
2989,1776,R001998
2990,1776,R001999
2991,1777,R001627
2992,1777,R000651
2993,1777,R001191
2994,1778,R002000
2995,1778,R002001
2996,1779,R002002
2997,1780,R002003
2998,1780,R002004
2999,1781,R002005
3000,1782,R002005
3001,1782,R002006
3002,1783,R002007
3003,1784,R001983
3004,1784,R002008
3005,1785,R002009
3006,1786,R000205
3007,1787,R002010
3008,1788,R002011
3009,1789,R001983
3010,1790,R001983
3011,1791,R002012
3012,1792,R002013
3013,1793,R002014
3014,1793,R002015
3015,1794,R002016
3016,1795,R000763
3017,1796,R000763
3018,1796,R002017
3019,1797,R002018
3020,1797,R002019
3021,1797,R002020
3022,1797,R002021
3023,1798,R002022
3024,1799,R002023
3025,1800,R002024
3026,1801,R002025
3027,1802,R002027
3028,1802,R002026
3029,1803,R002027
3030,1804,R002027
3031,1804,R002028
3032,1805,R002027
3033,1805,R002029
3034,1806,R002030
3035,1806,R002031
3036,1807,R002027
3037,1808,R002032
3038,1809,R002033
3039,1809,R002031
3040,1809,R002034
3041,1810,R002035
3042,1810,R002036
3043,1810,R002037
3044,1811,R002035
3045,1812,R002038
3046,1812,R002039
3047,1813,R002040
3048,1813,R002041
3049,1813,R002042
3050,1814,R002035
3051,1815,R002043
3052,1816,R002044
3053,1817,R002045
3054,1817,R002046
3055,1817,R002047
3056,1818,R002048
3057,1819,R001808
3058,1820,R002049
3059,1821,R002049
3060,1821,R002050
