ArrestSurrenderID,CaseMasterID,AccusedMasterID,ArrestType,ArrestDate,ArrestTime,ArrestPlace,ArrestingOfficerID,RemandDate,BailFlag
975,924,1560,Arrest,2022-04-10,14:28,the bus stand,1294,2022-04-11,Y
976,924,1561,Arrest,2022-04-12,16:15,a lodge in the town,1291,2022-04-13,Y
977,924,1562,Arrest,2022-04-05,01:47,the village outskirts,1289,2022-04-06,Y
978,925,1564,Arrest,2023-05-07,05:41,the vegetable market,1427,2023-05-08,Y
979,926,1565,Arrest,2023-01-26,01:53,the taluk border check post,1427,2023-01-27,N
980,926,1566,Arrest,2023-01-19,11:00,the village outskirts,1432,2023-01-20,Y
981,927,1568,Arrest,2025-03-06,02:32,a lodge in the town,1513,2025-03-07,Y
982,927,1569,Arrest,2025-03-08,19:18,the vegetable market,1506,2025-03-09,Y
983,927,1570,Surrender,2025-03-11,00:01,the vegetable market,1508,2025-03-12,Y
984,929,1575,Arrest,2022-04-09,15:33,the taluk border check post,1432,2022-04-10,N
985,929,1576,Surrender,2022-04-14,22:14,the taluk border check post,1427,2022-04-15,Y
986,930,1577,Arrest,2022-03-15,06:27,the bus stand,1427,2022-03-16,N
987,932,1579,Arrest,2022-10-16,22:56,the highway toll gate,385,2022-10-17,N
988,933,1581,Arrest,2024-06-11,20:53,the vegetable market,1609,2024-06-12,N
989,933,1582,Arrest,2024-05-09,16:35,a lodge in the town,1610,2024-05-10,Y
990,934,1585,Arrest,2022-01-18,00:04,the village outskirts,2287,2022-01-19,Y
991,935,1586,Arrest,2022-04-03,09:56,his residence,2289,2022-04-04,Y
992,936,1588,Arrest,2022-04-25,11:55,the bus stand,2289,2022-04-26,N
993,938,1590,Arrest,2023-09-13,07:02,the railway station,745,2023-09-14,Y
994,940,1592,Arrest,2023-03-23,19:35,the highway toll gate,745,2023-03-24,N
995,941,1593,Arrest,2024-01-11,06:10,the village outskirts,741,2024-01-12,N
996,942,1594,Arrest,2025-05-03,07:12,the highway toll gate,1516,2025-05-04,Y
997,945,1599,Arrest,2022-07-05,00:18,the vegetable market,736,2022-07-06,N
998,946,1600,Arrest,2021-10-19,11:56,the highway toll gate,736,2021-10-20,N
999,947,1601,Arrest,2022-10-31,12:01,his residence,736,2022-11-01,Y
1000,948,1602,Arrest,2022-07-11,06:47,the railway station,739,2022-07-12,N
1001,949,1603,Arrest,2024-05-30,14:22,the vegetable market,1066,2024-05-31,N
1002,949,1604,Surrender,2024-05-11,04:05,his residence,1062,2024-05-12,Y
1003,949,1605,Arrest,2024-06-14,23:00,the bus stand,1061,2024-06-15,N
1004,949,1606,Arrest,2024-06-18,19:41,his residence,1063,2024-06-19,Y
1005,950,1607,Arrest,2025-12-31,02:55,the highway toll gate,2149,2026-01-01,Y
1006,951,1608,Arrest,2025-05-03,19:57,the highway toll gate,2149,2025-05-04,N
1007,952,1610,Arrest,2023-07-26,10:26,the vegetable market,252,2023-07-27,N
1008,953,1611,Arrest,2021-09-05,16:12,the railway station,1790,2021-09-06,Y
1009,955,1616,Arrest,2024-10-19,07:13,the vegetable market,1004,2024-10-20,Y
1010,955,1618,Arrest,2024-11-26,19:11,the taluk border check post,1003,2024-11-27,N
1011,955,1619,Arrest,2024-11-03,03:18,his residence,1003,2024-11-04,N
1012,956,1620,Arrest,2024-05-19,14:12,the highway toll gate,1819,2024-05-20,N
1013,956,1621,Arrest,2024-06-11,07:40,the railway station,1815,2024-06-12,Y
1014,957,1622,Arrest,2022-02-12,18:48,the taluk border check post,1790,2022-02-13,Y
1015,958,1623,Arrest,2021-09-06,16:00,the vegetable market,1944,2021-09-07,Y
1016,958,1625,Surrender,2021-09-17,00:48,a lodge in the town,1941,2021-09-18,Y
1017,959,1627,Arrest,2023-12-22,02:42,the bus stand,287,2023-12-23,Y
1018,959,1628,Arrest,2023-12-22,15:11,his residence,285,2023-12-23,Y
1019,961,1630,Arrest,2021-09-18,15:51,the highway toll gate,1789,2021-09-19,N
1020,961,1631,Arrest,2021-10-29,05:14,the railway station,1790,2021-10-30,Y
1021,962,1632,Arrest,2026-07-28,12:17,his residence,287,2026-07-29,Y
1022,963,1633,Arrest,2026-01-29,18:08,the taluk border check post,287,2026-01-30,Y
1023,965,1635,Arrest,2025-10-23,00:04,the bus stand,2493,2025-10-24,Y
1024,968,1639,Arrest,2026-02-19,07:43,a lodge in the town,881,2026-02-20,N
1025,969,1640,Arrest,2023-06-11,17:10,the village outskirts,295,2023-06-12,Y
1026,970,1641,Arrest,2023-07-03,17:50,the highway toll gate,295,2023-07-04,N
1027,971,1643,Arrest,2024-10-12,19:33,the vegetable market,294,2024-10-13,Y
1028,971,1645,Arrest,2024-10-25,04:22,the village outskirts,291,2024-10-26,Y
1029,972,1647,Arrest,2024-08-09,03:25,the bus stand,294,2024-08-10,Y
1030,973,1648,Arrest,2025-10-16,20:07,the taluk border check post,764,2025-10-17,Y
1031,974,1649,Arrest,2026-04-15,08:13,the bus stand,764,2026-04-16,N
1032,975,1650,Surrender,2025-05-28,15:13,the taluk border check post,764,2025-05-29,Y
1033,976,1653,Surrender,2024-03-26,15:24,a lodge in the town,737,2024-03-27,N
1034,977,1655,Arrest,2024-09-08,14:36,his residence,736,2024-09-09,N
1035,977,1656,Surrender,2024-09-10,15:02,the bus stand,740,2024-09-11,N
1036,978,1658,Arrest,2024-06-08,19:39,his residence,930,2024-06-09,N
1037,979,1660,Arrest,2024-05-11,14:21,the highway toll gate,736,2024-05-12,Y
1038,979,1661,Arrest,2024-05-12,05:22,the village outskirts,740,2024-05-13,Y
1039,980,1662,Arrest,2024-05-11,16:33,the village outskirts,2065,2024-05-12,Y
1040,981,1663,Surrender,2022-01-13,06:15,the vegetable market,1823,2022-01-14,Y
1041,982,1664,Arrest,2021-10-31,15:43,his residence,2295,2021-11-01,Y
1042,983,1665,Arrest,2025-07-23,18:40,his residence,2060,2025-07-24,Y
1043,984,1666,Arrest,2024-05-25,20:54,the railway station,736,2024-05-26,Y
1044,984,1667,Arrest,2024-05-27,07:56,the railway station,742,2024-05-28,Y
1045,985,1668,Arrest,2022-11-15,20:05,the taluk border check post,284,2022-11-16,Y
1046,985,1669,Arrest,2022-10-30,23:59,the railway station,282,2022-10-31,N
1047,986,1670,Arrest,2024-08-03,07:50,the highway toll gate,286,2024-08-04,N
1048,988,1673,Arrest,2021-08-15,07:39,the village outskirts,193,2021-08-16,Y
1049,989,1675,Arrest,2021-06-18,01:56,a lodge in the town,809,2021-06-19,N
1050,990,1678,Arrest,2021-05-28,10:52,the highway toll gate,196,2021-05-29,Y
1051,992,1680,Surrender,2021-09-27,17:26,the railway station,283,2021-09-28,Y
1052,994,1682,Arrest,2026-07-02,05:21,a lodge in the town,1827,2026-07-03,Y
1053,994,1683,Arrest,2026-07-01,10:20,his residence,1831,2026-07-02,Y
1054,994,1684,Surrender,2026-06-14,23:49,the bus stand,1831,2026-06-15,Y
1055,997,1687,Arrest,2025-06-05,16:56,the bus stand,1061,2025-06-06,Y
1056,997,1688,Surrender,2025-05-28,00:35,a lodge in the town,1066,2025-05-29,Y
1057,998,1689,Arrest,2026-06-25,03:14,the bus stand,269,2026-06-26,N
1058,1001,1692,Arrest,2025-06-05,05:27,the highway toll gate,995,2025-06-06,Y
1059,1003,1695,Arrest,2024-07-29,20:47,a lodge in the town,736,2024-07-30,N
1060,1003,1696,Arrest,2024-08-04,05:50,a lodge in the town,742,2024-08-05,Y
1061,1005,1698,Arrest,2025-04-12,08:20,the village outskirts,1001,2025-04-13,Y
1062,1006,1699,Arrest,2022-05-25,10:01,the highway toll gate,815,2022-05-26,Y
1063,1006,1700,Arrest,2022-05-04,08:23,a lodge in the town,817,2022-05-05,Y
1064,1006,1701,Arrest,2022-05-20,01:50,his residence,819,2022-05-21,Y
1065,1007,1702,Surrender,2022-07-20,02:27,the highway toll gate,1391,2022-07-21,N
1066,1007,1703,Arrest,2022-07-31,12:51,the taluk border check post,1390,2022-08-01,Y
1067,1009,1705,Arrest,2022-06-16,17:53,the village outskirts,815,2022-06-17,N
1068,1010,1706,Arrest,2022-09-14,10:23,the bus stand,815,2022-09-15,Y
1069,1011,1707,Arrest,2026-02-24,13:40,the railway station,951,2026-02-25,Y
1070,1012,1708,Arrest,2026-05-08,13:31,the bus stand,951,2026-05-09,Y
1071,1013,1709,Arrest,2026-05-19,21:44,the highway toll gate,951,2026-05-20,N
1072,1014,1710,Arrest,2024-07-29,21:51,a lodge in the town,736,2024-07-30,N
1073,1014,1711,Arrest,2024-08-22,10:19,the taluk border check post,745,2024-08-23,N
1074,1015,1714,Arrest,2024-09-23,22:51,his residence,736,2024-09-24,Y
1075,1017,1716,Arrest,2025-09-02,08:13,the railway station,2158,2025-09-03,N
1076,1017,1717,Arrest,2025-08-09,03:35,the railway station,2156,2025-08-10,N
1077,1017,1718,Surrender,2025-09-16,19:04,the village outskirts,2153,2025-09-17,Y
1078,1018,1719,Arrest,2024-07-17,06:41,the railway station,172,2024-07-18,N
1079,1019,1720,Surrender,2025-09-14,09:10,the village outskirts,273,2025-09-15,N
1080,1021,1722,Arrest,2026-04-15,01:34,his residence,492,2026-04-16,N
1081,1021,1724,Arrest,2026-03-18,23:43,the vegetable market,489,2026-03-19,N
1082,1021,1725,Arrest,2026-03-13,10:06,the vegetable market,487,2026-03-14,Y
1083,1022,1726,Arrest,2026-08-09,04:23,the highway toll gate,491,2026-08-10,N
1084,1023,1728,Arrest,2026-06-25,10:31,the taluk border check post,489,2026-06-26,Y
1085,1024,1729,Arrest,2021-10-29,09:11,the bus stand,633,2021-10-30,Y
1086,1024,1730,Arrest,2021-10-31,16:18,the taluk border check post,634,2021-11-01,Y
1087,1024,1731,Arrest,2021-11-08,01:46,his residence,633,2021-11-09,N
1088,1025,1732,Arrest,2026-04-24,20:35,the taluk border check post,493,2026-04-25,Y
1089,1026,1733,Arrest,2026-04-18,18:09,the village outskirts,493,2026-04-19,Y
1090,1026,1734,Arrest,2026-04-01,13:38,the highway toll gate,487,2026-04-02,Y
1091,1027,1735,Arrest,2024-02-13,03:40,a lodge in the town,2179,2024-02-14,Y
1092,1029,1739,Arrest,2024-10-16,13:53,the taluk border check post,2359,2024-10-17,Y
1093,1030,1740,Arrest,2024-04-05,12:04,the bus stand,2359,2024-04-06,Y
1094,1031,1742,Arrest,2022-01-19,10:53,the village outskirts,636,2022-01-20,N
1095,1034,1746,Arrest,2023-09-04,17:46,the bus stand,2359,2023-09-05,Y
1096,1034,1749,Arrest,2023-08-23,17:07,the village outskirts,2359,2023-08-24,Y
1097,1034,1750,Arrest,2023-08-18,14:00,his residence,2362,2023-08-19,Y
1098,1035,1752,Arrest,2022-02-16,23:04,the village outskirts,296,2022-02-17,N
1099,1036,1754,Arrest,2022-01-19,22:42,the village outskirts,734,2022-01-20,Y
1100,1036,1755,Arrest,2022-02-04,16:42,the highway toll gate,728,2022-02-05,N
1101,1037,1757,Arrest,2021-09-01,12:19,the bus stand,634,2021-09-02,Y
1102,1038,1758,Arrest,2021-10-27,05:50,the highway toll gate,639,2021-10-28,Y
1103,1038,1759,Arrest,2021-11-06,14:29,the bus stand,634,2021-11-07,Y
1104,1039,1761,Arrest,2022-04-28,02:39,his residence,112,2022-04-29,N
1105,1041,1763,Arrest,2023-07-24,06:07,the highway toll gate,169,2023-07-25,N
1106,1042,1765,Arrest,2022-02-12,04:07,the bus stand,633,2022-02-13,N
1107,1042,1766,Arrest,2022-02-04,10:52,his residence,632,2022-02-05,N
1108,1043,1767,Arrest,2023-03-12,16:20,the village outskirts,169,2023-03-13,Y
1109,1046,1772,Arrest,2026-01-29,18:42,a lodge in the town,1604,2026-01-30,Y
1110,1047,1774,Arrest,2023-05-04,21:55,a lodge in the town,1110,2023-05-05,N
1111,1048,1775,Arrest,2023-01-11,22:16,the highway toll gate,169,2023-01-12,Y
1112,1050,1777,Arrest,2022-11-22,03:13,the railway station,165,2022-11-23,N
1113,1051,1778,Arrest,2026-01-15,02:38,the highway toll gate,1741,2026-01-16,N
1114,1051,1779,Arrest,2026-01-19,22:02,the railway station,1750,2026-01-20,N
1115,1051,1780,Arrest,2025-12-26,12:50,the highway toll gate,1745,2025-12-27,N
1116,1051,1782,Arrest,2026-02-06,05:58,his residence,1742,2026-02-07,Y
1117,1054,1785,Arrest,2025-10-12,11:02,a lodge in the town,858,2025-10-13,N
1118,1057,1789,Arrest,2021-11-25,20:59,the railway station,176,2021-11-26,N
1119,1057,1790,Arrest,2021-12-11,07:15,a lodge in the town,175,2021-12-12,Y
1120,1058,1791,Arrest,2026-02-04,13:42,his residence,858,2026-02-05,N
1121,1059,1793,Arrest,2023-05-29,18:06,the taluk border check post,1715,2023-05-30,N
1122,1059,1795,Arrest,2023-06-09,06:13,the vegetable market,1716,2023-06-10,N
1123,1060,1796,Arrest,2021-11-17,09:06,the village outskirts,180,2021-11-18,N
1124,1060,1797,Arrest,2021-12-26,13:03,the taluk border check post,176,2021-12-27,N
1125,1061,1798,Arrest,2023-11-16,15:20,the bus stand,1715,2023-11-17,N
1126,1062,1800,Arrest,2023-12-09,03:19,the bus stand,303,2023-12-10,N
1127,1064,1805,Arrest,2022-04-08,22:31,the village outskirts,1720,2022-04-09,N
1128,1065,1806,Surrender,2024-09-29,02:54,the village outskirts,1720,2024-09-30,N
1129,1067,1809,Arrest,2023-06-12,05:40,the vegetable market,1719,2023-06-13,N
1130,1068,1810,Arrest,2026-02-25,02:11,the bus stand,2299,2026-02-26,Y
1131,1068,1811,Arrest,2026-02-04,03:23,the bus stand,2296,2026-02-05,N
1132,1068,1812,Arrest,2026-02-28,12:28,his residence,2296,2026-03-01,Y
1133,1070,1815,Arrest,2025-08-22,15:51,a lodge in the town,1911,2025-08-23,Y
1134,1070,1816,Arrest,2025-08-11,21:48,the bus stand,1914,2025-08-12,N
1135,1070,1818,Arrest,2025-08-29,09:53,the village outskirts,1911,2025-08-30,Y
1136,1070,1819,Arrest,2025-08-15,18:16,the highway toll gate,1911,2025-08-16,Y
1137,1071,1820,Arrest,2024-06-23,00:55,the railway station,1468,2024-06-24,N
1138,1072,1822,Surrender,2024-06-09,15:57,the village outskirts,1378,2024-06-10,N
1139,1073,1825,Arrest,2023-05-27,02:10,the railway station,1375,2023-05-28,Y
1140,1075,1828,Arrest,2026-04-17,21:05,the village outskirts,815,2026-04-18,N
1141,1076,1829,Arrest,2025-11-22,16:11,the bus stand,289,2025-11-23,Y
1142,1076,1830,Surrender,2025-11-27,09:34,the vegetable market,292,2025-11-28,Y
1143,1076,1831,Surrender,2025-12-14,13:26,the taluk border check post,289,2025-12-15,N
1144,1077,1832,Arrest,2026-05-02,22:31,the railway station,531,2026-05-03,Y
1145,1078,1833,Arrest,2024-12-07,09:11,a lodge in the town,535,2024-12-08,N
1146,1079,1834,Arrest,2026-02-22,02:37,a lodge in the town,2429,2026-02-23,N
1147,1080,1835,Arrest,2025-08-12,21:05,a lodge in the town,2430,2025-08-13,Y
1148,1081,1836,Arrest,2026-03-07,01:51,the railway station,808,2026-03-08,Y
1149,1082,1838,Arrest,2025-11-18,10:44,the highway toll gate,2428,2025-11-19,Y
1150,1084,1840,Arrest,2025-06-16,05:41,his residence,2513,2025-06-17,Y
1151,1085,1841,Arrest,2023-12-19,08:49,the highway toll gate,431,2023-12-20,N
1152,1085,1842,Arrest,2023-12-23,17:26,the railway station,431,2023-12-24,Y
1153,1086,1844,Arrest,2022-08-24,06:07,the vegetable market,186,2022-08-25,Y
1154,1087,1845,Arrest,2024-09-02,03:46,the village outskirts,482,2024-09-03,N
1155,1088,1846,Arrest,2023-09-28,23:05,his residence,482,2023-09-29,Y
1156,1089,1847,Arrest,2024-07-03,03:51,the vegetable market,212,2024-07-04,Y
1157,1090,1849,Arrest,2024-03-14,00:24,the taluk border check post,2189,2024-03-15,Y
1158,1091,1853,Arrest,2025-05-26,03:28,a lodge in the town,214,2025-05-27,Y
1159,1091,1855,Arrest,2025-05-15,05:39,the village outskirts,209,2025-05-16,Y
1160,1091,1856,Arrest,2025-05-03,01:50,his residence,210,2025-05-04,Y
1161,1093,1859,Arrest,2024-03-21,10:20,the highway toll gate,1332,2024-03-22,Y
1162,1095,1862,Arrest,2024-08-28,06:39,his residence,1331,2024-08-29,N
1163,1096,1863,Arrest,2024-04-05,20:19,the highway toll gate,1334,2024-04-06,Y
1164,1097,1864,Arrest,2023-08-09,23:17,the highway toll gate,1334,2023-08-10,Y
1165,1098,1865,Arrest,2021-10-13,01:32,the vegetable market,1334,2021-10-14,N
1166,1098,1867,Arrest,2021-11-20,17:47,the vegetable market,1331,2021-11-21,Y
1167,1099,1869,Arrest,2024-07-01,18:23,his residence,1334,2024-07-02,Y
1168,1102,1873,Arrest,2021-10-27,21:59,the vegetable market,1334,2021-10-28,Y
1169,1103,1874,Arrest,2021-09-26,15:15,the village outskirts,1584,2021-09-27,Y
1170,1104,1875,Surrender,2021-06-27,07:39,his residence,1584,2021-06-28,Y
1171,1105,1878,Arrest,2024-06-28,01:22,his residence,1334,2024-06-29,Y
1172,1105,1879,Arrest,2024-06-22,17:21,the railway station,1332,2024-06-23,Y
1173,1105,1880,Surrender,2024-06-12,01:47,the taluk border check post,1329,2024-06-13,Y
1174,1106,1881,Arrest,2024-04-02,09:02,his residence,1333,2024-04-03,Y
1175,1108,1885,Arrest,2026-02-17,19:34,the vegetable market,396,2026-02-18,N
1176,1108,1886,Arrest,2026-02-17,07:45,the bus stand,400,2026-02-18,Y
1177,1110,1889,Arrest,2025-11-03,09:20,the railway station,399,2025-11-04,N
1178,1111,1891,Arrest,2022-09-21,08:12,the highway toll gate,387,2022-09-22,Y
1179,1111,1892,Arrest,2022-10-10,11:50,the vegetable market,391,2022-10-11,Y
1180,1111,1893,Arrest,2022-09-18,22:58,the vegetable market,392,2022-09-19,Y
1181,1112,1894,Arrest,2022-04-12,10:59,the railway station,285,2022-04-13,N
1182,1113,1895,Arrest,2022-06-22,04:53,the vegetable market,285,2022-06-23,Y
1183,1114,1896,Arrest,2025-05-20,13:45,the highway toll gate,2124,2025-05-21,Y
1184,1116,1898,Arrest,2026-03-31,10:12,a lodge in the town,2124,2026-04-01,N
1185,1121,1905,Arrest,2025-08-18,02:29,his residence,2122,2025-08-19,N
1186,1122,1907,Arrest,2023-12-14,14:05,a lodge in the town,256,2023-12-15,N
1187,1123,1910,Arrest,2021-05-12,18:56,the railway station,1143,2021-05-13,N
1188,1123,1911,Arrest,2021-05-25,04:02,the railway station,1144,2021-05-26,Y
1189,1125,1913,Arrest,2024-09-27,23:03,the vegetable market,584,2024-09-28,N
1190,1125,1914,Arrest,2024-09-11,07:29,the bus stand,583,2024-09-12,N
1191,1126,1915,Arrest,2024-04-07,15:45,the village outskirts,1976,2024-04-08,N
1192,1128,1918,Arrest,2024-06-10,08:09,the taluk border check post,1976,2024-06-11,N
1193,1129,1919,Arrest,2025-07-05,05:48,his residence,950,2025-07-06,N
1194,1130,1920,Arrest,2025-06-08,20:31,the highway toll gate,954,2025-06-09,N
1195,1130,1922,Arrest,2025-07-03,05:31,a lodge in the town,951,2025-07-04,Y
1196,1131,1923,Surrender,2025-07-18,01:52,the bus stand,955,2025-07-19,Y
1197,1132,1924,Arrest,2025-07-05,23:41,his residence,955,2025-07-06,N
1198,1133,1925,Arrest,2026-05-02,05:43,his residence,905,2026-05-03,Y
1199,1135,1928,Arrest,2026-07-04,05:10,the railway station,251,2026-07-05,Y
1200,1136,1929,Arrest,2025-06-13,13:22,the village outskirts,1193,2025-06-14,Y
1201,1137,1930,Arrest,2025-12-20,14:13,the taluk border check post,1196,2025-12-21,N
1202,1141,1935,Arrest,2021-12-12,09:44,his residence,306,2021-12-13,N
1203,1142,1937,Arrest,2023-06-10,22:05,the railway station,548,2023-06-11,N
1204,1144,1939,Arrest,2023-03-30,04:07,the highway toll gate,710,2023-03-31,Y
1205,1145,1940,Arrest,2024-02-26,11:16,the taluk border check post,304,2024-02-27,Y
1206,1145,1941,Arrest,2024-02-13,03:25,the highway toll gate,305,2024-02-14,Y
1207,1147,1943,Arrest,2022-04-13,04:05,the bus stand,304,2022-04-14,N
1208,1147,1944,Arrest,2022-03-30,09:09,the bus stand,300,2022-03-31,N
1209,1147,1945,Arrest,2022-04-09,17:42,his residence,300,2022-04-10,Y
1210,1147,1947,Arrest,2022-04-16,22:25,the vegetable market,300,2022-04-17,Y
1211,1148,1948,Surrender,2023-03-12,21:48,a lodge in the town,304,2023-03-13,N
1212,1149,1949,Arrest,2026-03-30,06:58,the taluk border check post,283,2026-03-31,Y
1213,1151,1951,Arrest,2023-08-25,23:01,the bus stand,1445,2023-08-26,N
1214,1153,1953,Arrest,2022-12-20,00:28,the railway station,1449,2022-12-21,Y
1215,1154,1955,Arrest,2023-06-17,11:02,his residence,1446,2023-06-18,Y
1216,1159,1961,Arrest,2023-10-12,03:27,the highway toll gate,282,2023-10-13,Y
1217,1161,1963,Arrest,2021-11-21,23:24,a lodge in the town,273,2021-11-22,N
1218,1161,1964,Arrest,2021-11-25,04:10,the taluk border check post,273,2021-11-26,N
1219,1161,1965,Arrest,2021-12-25,18:01,the vegetable market,273,2021-12-26,Y
1220,1161,1967,Arrest,2021-12-01,11:41,the bus stand,277,2021-12-02,Y
1221,1162,1968,Arrest,2024-03-09,00:56,the bus stand,807,2024-03-10,Y
1222,1162,1969,Arrest,2024-01-29,01:35,the highway toll gate,803,2024-01-30,Y
1223,1164,1972,Arrest,2024-03-31,15:53,a lodge in the town,1640,2024-04-01,Y
1224,1164,1973,Arrest,2024-05-05,09:12,the railway station,1638,2024-05-06,Y
1225,1164,1974,Arrest,2024-04-12,15:45,the bus stand,1642,2024-04-13,N
1226,1165,1975,Arrest,2024-04-10,00:15,a lodge in the town,1636,2024-04-11,N
1227,1169,1979,Arrest,2022-07-06,07:19,the vegetable market,1855,2022-07-07,N
1228,1169,1980,Arrest,2022-07-07,08:28,the taluk border check post,1849,2022-07-08,N
1229,1171,1982,Arrest,2023-10-27,06:50,the taluk border check post,1333,2023-10-28,Y
1230,1172,1988,Arrest,2026-01-05,15:24,the bus stand,419,2026-01-06,Y
1231,1173,1989,Arrest,2026-06-16,17:37,the taluk border check post,2425,2026-06-17,N
1232,1174,1990,Surrender,2024-09-06,11:32,the village outskirts,266,2024-09-07,N
1233,1176,1992,Surrender,2025-04-06,21:32,the taluk border check post,273,2025-04-07,Y
1234,1177,1993,Arrest,2025-09-26,08:15,the vegetable market,281,2025-09-27,N
1235,1178,1995,Arrest,2025-08-09,23:20,the highway toll gate,276,2025-08-10,Y
1236,1179,1996,Arrest,2026-01-14,21:05,the railway station,281,2026-01-15,Y
1237,1180,1998,Arrest,2025-05-10,16:53,the railway station,281,2025-05-11,N
1238,1181,2000,Arrest,2025-10-18,02:42,the highway toll gate,280,2025-10-19,Y
1239,1181,2001,Arrest,2025-10-02,13:56,the bus stand,278,2025-10-03,N
1240,1183,2003,Arrest,2024-04-01,09:12,the vegetable market,2341,2024-04-02,Y
1241,1185,2005,Arrest,2026-04-28,02:33,the taluk border check post,2081,2026-04-29,Y
1242,1187,2009,Arrest,2025-05-15,03:27,a lodge in the town,2074,2025-05-16,Y
1243,1189,2011,Surrender,2026-05-12,11:18,the bus stand,2074,2026-05-13,Y
1244,1190,2013,Arrest,2025-05-20,06:18,the highway toll gate,992,2025-05-21,N
1245,1191,2016,Arrest,2025-04-09,12:03,his residence,1766,2025-04-10,N
1246,1192,2017,Arrest,2021-07-31,15:57,the railway station,2234,2021-08-01,N
1247,1193,2018,Arrest,2021-06-22,12:38,the taluk border check post,2236,2021-06-23,Y
1248,1194,2019,Arrest,2023-03-31,13:49,the railway station,2238,2023-04-01,Y
1249,1195,2020,Arrest,2023-01-12,16:36,a lodge in the town,2235,2023-01-13,Y
1250,1196,2021,Arrest,2022-10-24,14:29,his residence,2235,2022-10-25,N
1251,1198,2023,Arrest,2021-12-28,16:18,the bus stand,2235,2021-12-29,Y
1252,1199,2024,Surrender,2022-06-03,08:35,a lodge in the town,2236,2022-06-04,Y
1253,1200,2025,Arrest,2023-06-15,01:13,the railway station,1732,2023-06-16,N
1254,1201,2026,Arrest,2025-08-18,02:46,the railway station,1582,2025-08-19,Y
1255,1202,2027,Surrender,2025-03-18,06:26,the highway toll gate,563,2025-03-19,Y
1256,1205,2030,Surrender,2024-08-21,18:00,the bus stand,2025,2024-08-22,Y
1257,1208,2036,Surrender,2024-07-30,01:59,the railway station,1302,2024-07-31,N
1258,1209,2038,Arrest,2025-01-03,05:47,the taluk border check post,2034,2025-01-04,Y
1259,1211,2040,Arrest,2024-04-04,21:03,a lodge in the town,1082,2024-04-05,Y
1260,1211,2041,Arrest,2024-04-12,00:32,the village outskirts,1077,2024-04-13,N
1261,1212,2042,Arrest,2025-03-11,05:03,the vegetable market,1708,2025-03-12,Y
1262,1212,2043,Arrest,2025-02-23,17:45,the railway station,1712,2025-02-24,Y
1263,1213,2045,Arrest,2023-04-30,04:26,the village outskirts,1163,2023-05-01,N
1264,1215,2048,Arrest,2022-06-25,23:59,the vegetable market,1159,2022-06-26,N
1265,1216,2049,Arrest,2024-06-09,22:39,the highway toll gate,604,2024-06-10,Y
1266,1217,2050,Arrest,2023-02-14,04:18,his residence,967,2023-02-15,Y
1267,1218,2052,Arrest,2023-09-24,20:45,the taluk border check post,967,2023-09-25,N
1268,1219,2053,Arrest,2024-05-28,13:06,the bus stand,971,2024-05-29,N
1269,1219,2054,Arrest,2024-05-04,08:27,a lodge in the town,968,2024-05-05,Y
1270,1221,2057,Arrest,2025-10-09,09:22,the bus stand,971,2025-10-10,N
1271,1222,2058,Arrest,2025-06-25,08:30,his residence,968,2025-06-26,Y
1272,1224,2060,Arrest,2022-01-21,23:05,the vegetable market,1004,2022-01-22,N
1273,1224,2062,Arrest,2022-02-12,10:47,the taluk border check post,1003,2022-02-13,N
1274,1226,2064,Arrest,2021-12-21,15:45,the bus stand,995,2021-12-22,Y
1275,1226,2065,Surrender,2022-01-07,18:22,the village outskirts,1001,2022-01-08,N
1276,1227,2067,Arrest,2021-11-22,04:53,the railway station,996,2021-11-23,N
1277,1228,2068,Surrender,2022-01-22,04:02,the vegetable market,998,2022-01-23,N
1278,1230,2070,Arrest,2022-06-16,06:29,the highway toll gate,998,2022-06-17,Y
1279,1232,2072,Arrest,2025-09-05,09:42,the highway toll gate,37,2025-09-06,N
1280,1233,2073,Surrender,2024-06-02,18:00,the highway toll gate,2209,2024-06-03,N
1281,1234,2075,Surrender,2024-11-27,22:19,the taluk border check post,37,2024-11-28,Y
1282,1235,2076,Arrest,2024-11-17,09:12,the railway station,38,2024-11-18,Y
1283,1237,2078,Arrest,2025-05-09,04:58,the village outskirts,2209,2025-05-10,Y
1284,1237,2079,Arrest,2025-05-02,10:57,the railway station,2213,2025-05-03,Y
1285,1238,2080,Arrest,2026-06-09,07:28,the highway toll gate,299,2026-06-10,Y
1286,1240,2082,Arrest,2024-08-02,12:45,the vegetable market,2209,2024-08-03,Y
1287,1240,2083,Arrest,2024-09-16,06:17,the village outskirts,2216,2024-09-17,N
1288,1240,2084,Arrest,2024-09-15,13:47,the taluk border check post,2213,2024-09-16,N
1289,1241,2085,Arrest,2025-06-15,20:16,the bus stand,404,2025-06-16,Y
1290,1244,2088,Arrest,2024-08-22,23:16,the village outskirts,408,2024-08-23,N
1291,1245,2089,Arrest,2026-04-17,07:38,the railway station,285,2026-04-18,Y
1292,1245,2090,Surrender,2026-04-10,00:54,the taluk border check post,287,2026-04-11,N
1293,1248,2095,Arrest,2025-02-16,01:00,the vegetable market,409,2025-02-17,Y
1294,1249,2096,Arrest,2023-03-17,11:26,a lodge in the town,1002,2023-03-18,N
1295,1250,2098,Arrest,2022-11-22,05:41,the vegetable market,1000,2022-11-23,N
